Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Item,Item ID,Order Date,Order ID,Order Priority,Postal Code,Region,Row ID,Ship Date,Ship Mode,State,Discount,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Chairs & Chairmats,Omaha,Jumbo Drum,1103,Sidney Bowling,Home Office,Furniture,Office Star Flex Back Scooter Chair with White Frame,10542,4/10/2019,90979,Medium,68046,Central,20474,4/11/2019,Delivery Truck,Nebraska,0.01,1,0.71,-183,118,30,111
Telephones and Communication,Omaha,Small Pack,1103,Sidney Bowling,Home Office,Technology,Accessory39,10315,4/10/2019,90979,Medium,68046,Central,20475,4/12/2019,Regular Air,Nebraska,0.07,14,0.81,-133,238,3,21
Binders and Binder Accessories,Lubbock,Small Box,1367,James Hunter,Small Business,Office Supplies,Economy Binders,11057,4/2/2020,90521,Not Specified,79424,Central,20476,4/4/2020,Regular Air,Texas,0.05,11,0.36,-15,22,1,2
Telephones and Communication,Mint Hill,Small Box,228,Colleen Andrews,Small Business,Technology,Item 11196,11196,9/20/2018,88529,Low,28227,South,20477,9/22/2018,Regular Air,North Carolina,0.03,21,0.56,154,1215,9,66
Tables,Dumont,Jumbo Box,363,Erica Lyon,Small Business,Furniture,Hon 94000 Series Round Tables,10880,3/23/2018,87349,Critical,7628,East,20478,3/25/2018,Delivery Truck,New Jersey,0.02,6,0.76,-716,1419,54,296
Office Machines,Dundalk,Jumbo Drum,3333,Marc Simon,Home Office,Technology,Canon S750 Color Inkjet Printer,10667,2/22/2019,90375,Medium,21222,East,20479,2/23/2019,Delivery Truck,Maryland,0.09,11,0.38,899,1303,26,121
Paper,Dundalk,Small Box,3333,Marc Simon,Home Office,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),10525,2/22/2019,90375,Medium,21222,East,20480,2/23/2019,Regular Air,Maryland,0.07,10,0.36,-150,57,8,6
Paper,Hickory,Small Box,2058,Louise Webster Sharma,Corporate,Office Supplies,Xerox 1983,10729,8/11/2017,88040,Medium,28601,South,20481,8/13/2017,Regular Air,North Carolina,0.07,5,0.36,47,33,5,6
Paper,Fairfax,Small Box,2146,Courtney Boyd,Corporate,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),10074,2/2/2018,87073,Critical,20151,South,20482,2/4/2018,Regular Air,Virginia,0.02,1,0.36,98,7,5,5
Chairs & Chairmats,Irving,Jumbo Drum,3132,Anita Kang,Corporate,Furniture,Global Ergonomic Managers Chair,10190,6/20/2017,86790,High,75061,Central,20483,6/21/2017,Delivery Truck,Texas,0.1,3,0.59,-65,519,26,181
Tables,Brookings,Jumbo Box,2048,Ricky Dougherty,Corporate,Furniture,Bretford CR4500 Series Slim Rectangular Table,10889,9/23/2019,88229,High,57006,Central,20484,9/25/2019,Delivery Truck,South Dakota,0.01,11,0.62,1541,3887,40,348
Telephones and Communication,Brookings,Small Box,2048,Ricky Dougherty,Corporate,Technology,KH 688,10346,9/23/2019,88229,High,57006,Central,20485,9/24/2019,Regular Air,South Dakota,0.09,16,0.57,1343,2595,4,196
Paper,College Station,Wrap Bag,1505,Kay Schultz,Small Business,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",10400,3/13/2020,86183,Not Specified,77840,Central,20486,3/14/2020,Regular Air,Texas,0.06,3,0.36,13,19,1,6
Chairs & Chairmats,Santa Rosa,Jumbo Drum,326,Brenda May,Consumer,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",10712,8/25/2020,90976,Not Specified,95404,West,20487,8/27/2020,Delivery Truck,California,0.08,14,0.78,-218,1719,30,131
Envelopes,Coos Bay,Small Box,3325,Diane Barr,Consumer,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",11099,6/22/2017,90986,Low,97420,West,20488,6/24/2017,Regular Air,Oregon,0,14,0.38,-79,132,8,9
Paper,Saint Charles,Small Box,1080,Colleen Fletcher,Corporate,Office Supplies,Xerox 1971,10872,6/5/2019,88464,Critical,60174,Central,20489,6/7/2019,Regular Air,Illinois,0.09,20,0.4,-105,86,5,4
Storage & Organization,Saint Charles,Medium Box,1080,Colleen Fletcher,Corporate,Office Supplies,Eldon Portable Mobile Manager,10256,6/5/2019,88464,Critical,60174,Central,20490,6/7/2019,Regular Air,Illinois,0.09,3,0.58,-52,88,14,28
Telephones and Communication,Saint Charles,Small Pack,1080,Colleen Fletcher,Corporate,Technology,Accessory6,10987,6/5/2019,88464,Critical,60174,Central,20491,6/7/2019,Regular Air,Illinois,0.09,17,0.8,-200,738,5,56
Rubber Bands,Albuquerque,Wrap Bag,2007,Lauren West,Corporate,Office Supplies,"Advantus Push Pins, Aluminum Head",11027,9/2/2018,88804,Medium,87105,West,20492,9/3/2018,Regular Air,New Mexico,0.06,21,0.54,-47,121,3,6
Office Machines,Santa Rosa,Small Box,2006,Cynthia Khan,Corporate,Technology,"AT&T Black Trimline Phone, Model 210",11204,9/2/2018,88804,Medium,95404,West,20493,9/3/2018,Regular Air,California,0,10,0.49,-56,172,9,16
Binders and Binder Accessories,Mesa,Small Box,526,April Hu,Home Office,Office Supplies,Staples® General Use 3-Ring Binders,10332,7/15/2017,90027,Not Specified,85204,West,20494,7/16/2017,Regular Air,Arizona,0,13,0.37,-16,25,1,2
Paper,Mesa,Small Box,526,April Hu,Home Office,Office Supplies,Xerox 1978,10620,7/15/2017,90027,Not Specified,85204,West,20495,7/16/2017,Regular Air,Arizona,0.06,15,0.36,-108,87,6,6
Appliances,Irving,Large Box,2426,Jonathan Drummey,Small Business,Office Supplies,Hoover Portapower™ Portable Vacuum,11187,10/31/2017,90861,Low,75061,Central,20496,10/31/2017,Regular Air,Texas,0.08,37,0.6,140,202,49,4
Office Furnishings,Irving,Small Pack,2426,Jonathan Drummey,Small Business,Furniture,"Executive Impressions 12"" Wall Clock",10607,10/31/2017,90861,Low,75061,Central,20497,11/7/2017,Regular Air,Texas,0,9,0.47,110,169,9,18
Computer Peripherals,Farmington Hills,Small Pack,2071,Victor Cherry,Corporate,Technology,Imation 5.2GB DVD-RAM,10110,7/30/2017,88555,Not Specified,48336,Central,20498,7/30/2017,Regular Air,Michigan,0.03,23,0.5,976,1415,2,61
Labels,Farmington Hills,Small Box,2071,Victor Cherry,Corporate,Office Supplies,Avery 481,11130,7/30/2017,88555,Not Specified,48336,Central,20499,7/31/2017,Regular Air,Michigan,0.04,11,0.37,23,34,1,3
Paper,Flint,Wrap Bag,2072,Malcolm S Lanier,Corporate,Office Supplies,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",10139,7/30/2017,88555,Not Specified,48505,Central,20500,8/1/2017,Regular Air,Michigan,0,23,0.38,167,243,2,10
Computer Peripherals,Dallas,Small Box,204,Bob Epstein,Corporate,Technology,U.S. Robotics 56K Internet Call Modem,10572,4/8/2019,89237,Medium,75217,Central,20501,4/10/2019,Regular Air,Texas,0.04,13,0.5,917,1329,20,100
Office Furnishings,Dallas,Medium Box,204,Bob Epstein,Corporate,Furniture,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,10375,4/8/2019,89237,Medium,75217,Central,20502,4/9/2019,Regular Air,Texas,0.01,13,0.72,-1363,772,52,56
Storage & Organization,Dallas,Small Box,204,Bob Epstein,Corporate,Office Supplies,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,10478,4/8/2019,89237,Medium,75217,Central,20503,4/10/2019,Express Air,Texas,0.09,3,0.61,-18,99,9,33
Envelopes,Collierville,Small Box,2847,Vanessa Day,Corporate,Office Supplies,Staples Standard Envelopes,10836,3/29/2020,85933,Not Specified,38017,South,20504,3/31/2020,Regular Air,Tennessee,0.06,9,0.38,-121,52,1,6
Pens & Art Supplies,Collierville,Wrap Bag,2847,Vanessa Day,Corporate,Office Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",10567,3/29/2020,85933,Not Specified,38017,South,20505,3/31/2020,Regular Air,Tennessee,0.08,9,0.41,-845,21,5,2
Appliances,Centereach,Small Box,1417,Dorothy Huff,Small Business,Office Supplies,Hoover WindTunnel™ Plus Canister Vacuum,11006,8/4/2018,90543,Not Specified,11720,East,20506,8/5/2018,Regular Air,New York,0.08,12,0.57,2850,4131,20,363
Pens & Art Supplies,Kokomo,Wrap Bag,1418,Rebecca Lindsey,Small Business,Office Supplies,Newell 335,10903,8/4/2018,90543,Not Specified,46901,Central,20507,8/5/2018,Regular Air,Indiana,0,12,0.56,19,36,1,3
Paper,Killingly Center,Small Box,1438,Jean Weiss Diaz,Corporate,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",10225,9/8/2018,90122,Medium,6241,East,20508,9/10/2018,Regular Air,Connecticut,0.1,13,0.36,22,498,20,41
Computer Peripherals,Coachella,Small Box,1257,Ryan Foster,Home Office,Technology,Logitech Cordless Keyboard,10038,9/17/2018,86539,Medium,92236,West,20509,9/18/2018,Regular Air,California,0.09,13,0.49,169,433,6,35
Computer Peripherals,Southbury,Small Pack,1035,Kent Burton,Home Office,Technology,"IBM 80 Minute CD-R Spindle, 50/Pack",10145,7/25/2018,90711,Low,6488,East,20510,7/27/2018,Regular Air,Connecticut,0.05,1,0.48,-55,22,2,21
Tables,Southbury,Jumbo Box,1035,Kent Burton,Home Office,Furniture,Bretford CR8500 Series Meeting Room Furniture,11069,7/25/2018,90711,Low,6488,East,20511,7/27/2018,Delivery Truck,Connecticut,0.08,8,0.6,-969,3182,76,401
Chairs & Chairmats,Steubenville,Large Box,663,Hilda Bennett,Home Office,Furniture,Hon Olson Stacker Stools,10357,2/9/2019,90923,Critical,43952,East,20512,2/11/2019,Regular Air,Ohio,0,1,0.57,-73,172,24,141
Office Furnishings,Mason City,Wrap Bag,2795,Harry Burns,Corporate,Furniture,"Master Giant Foot® Doorstop, Safety Yellow",11011,11/2/2020,87568,Not Specified,50401,Central,20513,11/3/2020,Regular Air,Iowa,0,18,0.42,67,140,4,8
Computer Peripherals,Southbury,Small Box,1545,Willie Boone,Corporate,Technology,Zoom V.92 USB External Faxmodem,10544,9/13/2019,88497,Low,6488,East,20514,9/15/2019,Regular Air,Connecticut,0.06,9,0.41,-4,463,20,50
Office Furnishings,Pacifica,Small Pack,1490,Leslie Duffy,Corporate,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,10186,1/8/2020,88011,Low,94044,West,20515,1/12/2020,Regular Air,California,0.07,7,0.37,62,90,5,13
Computer Peripherals,Kirkland,Small Pack,3063,Ann Steele,Consumer,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",10692,2/24/2017,88447,Medium,98034,West,20516,2/26/2017,Regular Air,Washington,0.07,6,0.52,12,50,2,8
Copiers and Fax,Kirkland,Large Box,3063,Ann Steele,Consumer,Technology,Sharp AL-1530CS Digital Copier,11120,2/24/2017,88447,Medium,98034,West,20517,2/25/2017,Regular Air,Washington,0.03,5,0.36,1774,2570,24,500
Paper,Charlotte,Small Box,1031,Neal Helms,Corporate,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,10765,1/31/2018,89621,Low,28205,South,20518,2/4/2018,Express Air,North Carolina,0.08,6,0.37,-242,115,9,20
Pens & Art Supplies,Charlotte,Wrap Bag,1031,Neal Helms,Corporate,Office Supplies,SANFORD Major Accent™ Highlighters,10396,1/31/2018,89621,Low,28205,South,20519,1/31/2018,Regular Air,North Carolina,0.03,9,0.47,-167,65,2,7
Binders and Binder Accessories,Austin,Small Box,191,Gerald Kearney,Corporate,Office Supplies,Durable Pressboard Binders,10935,10/7/2017,89093,Not Specified,78745,Central,20520,10/9/2017,Regular Air,Texas,0.05,14,0.38,14,53,1,4
Computer Peripherals,Austin,Small Box,191,Gerald Kearney,Corporate,Technology,Fellowes 17-key keypad for PS/2 interface,10282,10/7/2017,89093,Not Specified,78745,Central,20521,10/7/2017,Regular Air,Texas,0.09,7,0.75,-100,203,4,31
Telephones and Communication,Austin,Small Box,191,Gerald Kearney,Corporate,Technology,StarTAC ST7762,10867,10/7/2017,89093,Not Specified,78745,Central,20522,10/8/2017,Regular Air,Texas,0,22,0.57,1349,2356,8,126
Pens & Art Supplies,Oxford,Wrap Bag,1391,Carolyn Greer,Consumer,Office Supplies,Newell 340,11149,4/22/2017,88727,Not Specified,1540,East,20523,4/22/2017,Express Air,Massachusetts,0,1,0.56,0,8,1,3
Paper,Biloxi,Small Box,1551,Laurence Flowers,Consumer,Office Supplies,"Array® Parchment Paper, Assorted Colors",11236,6/15/2019,87498,Medium,39530,South,20524,6/16/2019,Express Air,Mississippi,0.1,8,0.37,-48,59,11,7
Paper,Clinton,Small Box,1552,Glenn Krieder,Consumer,Office Supplies,Xerox 1997,11193,6/15/2019,87498,Medium,39056,South,20525,6/16/2019,Express Air,Mississippi,0.01,12,0.37,-12,85,10,6
Paper,Randallstown,Small Box,472,Donna Craven,Consumer,Office Supplies,Xerox 196,10753,7/16/2018,88024,Critical,21133,East,20526,7/16/2018,Regular Air,Maryland,0,12,0.36,-165,73,8,6
Appliances,Lake Oswego,Small Box,132,Ron Dillon,Corporate,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,11144,11/27/2020,90999,Not Specified,97035,West,20527,11/29/2020,Regular Air,Oregon,0,3,0.59,30,213,4,71
Paper,Lake Oswego,Wrap Bag,132,Ron Dillon,Corporate,Office Supplies,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",11184,11/27/2020,90999,Not Specified,97035,West,20528,11/28/2020,Regular Air,Oregon,0.08,32,0.38,805,1166,5,38
Office Machines,Medford,Jumbo Drum,134,Natalie Raynor,Corporate,Technology,Lexmark 4227 Plus Dot Matrix Printer,10122,11/27/2020,90999,Not Specified,97504,West,20529,11/29/2020,Delivery Truck,Oregon,0.06,3,0.55,2252,5973,15,2036
Telephones and Communication,Wilson,Small Box,2779,Jacob Burgess,Consumer,Technology,Accessory27,10221,1/11/2019,87169,Low,27893,South,20530,1/15/2019,Regular Air,North Carolina,0,11,0.85,31,341,5,36
Pens & Art Supplies,Apex,Small Pack,1015,Beverly Cameron,Home Office,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,10751,9/16/2017,88390,Medium,27502,South,20531,9/16/2017,Regular Air,North Carolina,0,14,0.58,829,651,9,44
Appliances,Secaucus,Small Box,3294,Nina Perkins,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,10039,4/9/2020,86212,Critical,7094,East,20532,4/9/2020,Regular Air,New Jersey,0.09,9,0.55,1172,1699,1,207
Paper,Bossier City,Small Box,2478,Betsy Owens,Corporate,Office Supplies,Southworth Structures Collection™,10983,9/27/2020,91007,Low,71111,South,20533,9/29/2020,Regular Air,Louisiana,0.09,11,0.35,-511,79,5,7
Labels,Boston,Small Box,3188,Jane Clayton,Small Business,Office Supplies,Avery 510,11004,9/20/2019,89032,Low,2129,East,20534,9/24/2019,Regular Air,Massachusetts,0.03,10,0.37,27,38,1,4
Computer Peripherals,Essex,Small Box,2710,Marvin Reeves McMillan,Consumer,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",10623,12/4/2019,89245,Not Specified,21221,East,20535,12/5/2019,Regular Air,Maryland,0.05,15,0.6,51,310,4,21
Chairs & Chairmats,Riverside,Jumbo Drum,972,Gregory Holden,Corporate,Furniture,Global Commerce™ Series High-Back Swivel/Tilt Chairs,10494,8/27/2017,87259,Low,92503,West,20536,9/3/2017,Delivery Truck,California,0.03,2,0.6,-117,619,70,285
Office Furnishings,Riverside,Large Box,972,Gregory Holden,Corporate,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",11221,8/27/2017,87259,Low,92503,West,20537,8/27/2017,Regular Air,California,0,1,0.73,13,19,14,13
Binders and Binder Accessories,Lubbock,Small Box,1367,James Hunter,Consumer,Office Supplies,Premium Transparent Presentation Covers by GBC,10485,1/5/2020,90519,Medium,79424,Central,20538,1/7/2020,Express Air,Texas,0.09,8,0.37,46,163,9,21
Computer Peripherals,Lubbock,Small Box,1367,James Hunter,Consumer,Technology,Keytronic French Keyboard,10679,1/5/2017,90513,Medium,79424,Central,20539,1/8/2017,Regular Air,Texas,0.03,1,0.65,-326,79,15,74
Office Furnishings,Richfield,Small Box,250,Brenda Nelson Blanchard,Corporate,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10726,3/10/2019,87216,High,55423,Central,20540,3/10/2019,Regular Air,Minnesota,0.04,12,0.57,1,129,5,11
Appliances,Rochester,Medium Box,251,Joann Davidson Rich,Corporate,Office Supplies,Holmes Odor Grabber,10844,3/10/2019,87216,High,55901,Central,20541,3/10/2019,Express Air,Minnesota,0.1,4,0.52,-25,58,7,14
Appliances,Rochester,Jumbo Drum,251,Joann Davidson Rich,Corporate,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,10672,3/10/2019,87216,High,55901,Central,20542,3/12/2019,Delivery Truck,Minnesota,0.08,1,0.59,-126,275,23,280
Pens & Art Supplies,Rochester,Wrap Bag,251,Joann Davidson Rich,Corporate,Office Supplies,Avery Hi-Liter® Smear-Safe Highlighters,10522,3/10/2019,87216,High,55901,Central,20543,3/12/2019,Express Air,Minnesota,0.02,3,0.49,13,19,1,6
Appliances,Saint Louis Park,Jumbo Drum,503,Jeanne Woodruff,Small Business,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,11217,3/25/2020,91009,High,55416,Central,20544,3/27/2020,Delivery Truck,Minnesota,0.02,7,0.57,253,1268,55,181
Bookcases,Saint Louis Park,Jumbo Box,503,Jeanne Woodruff,Small Business,Furniture,Bush Mission Pointe Library,10815,3/25/2020,91009,High,55416,Central,20545,3/25/2020,Delivery Truck,Minnesota,0.01,9,0.65,-346,1469,66,151
Paper,Saint Louis Park,Wrap Bag,503,Jeanne Woodruff,Small Business,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",10400,3/25/2020,91009,High,55416,Central,20546,3/27/2020,Regular Air,Minnesota,0.05,8,0.36,37,53,1,6
Rubber Bands,Saint Louis Park,Wrap Bag,503,Jeanne Woodruff,Small Business,Office Supplies,Revere Boxed Rubber Bands by Revere,10885,3/25/2020,91009,High,55416,Central,20547,3/27/2020,Regular Air,Minnesota,0.01,10,0.83,-19,20,1,2
Storage & Organization,Mansfield,Large Box,1993,Jan Ellis,Small Business,Office Supplies,Space Solutions Commercial Steel Shelving,10499,4/13/2018,91010,High,44903,East,20548,4/15/2018,Regular Air,Ohio,0.05,3,0.8,-354,204,35,65
Envelopes,Riverside,Small Box,972,Gregory Holden,Corporate,Office Supplies,#10 Self-Seal White Envelopes,10651,5/18/2020,87267,Low,92503,West,20549,5/27/2020,Regular Air,California,0.09,8,0.36,17,86,5,11
Office Machines,Riverside,Medium Box,972,Gregory Holden,Corporate,Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,10143,5/18/2020,87267,Low,92503,West,20550,5/18/2020,Express Air,California,0.08,8,0.36,620,898,7,121
Pens & Art Supplies,Burlington,Wrap Bag,1827,Vincent Hale,Corporate,Office Supplies,Newell 315,10582,2/17/2017,86956,Not Specified,52601,Central,20551,2/18/2017,Regular Air,Iowa,0,9,0.6,38,55,1,6
"Scissors, Rulers and Trimmers",Burlington,Small Pack,1827,Vincent Hale,Corporate,Office Supplies,Kleencut® Forged Office Shears by Acme United Corporation,11237,2/17/2020,86964,Not Specified,52601,Central,20552,2/18/2020,Regular Air,Iowa,0.02,1,0.55,-8,3,3,2
Paper,Cedar Falls,Small Box,1828,Stacey Lucas,Corporate,Office Supplies,Xerox 1983,10729,2/17/2017,86956,Not Specified,50613,Central,20553,2/18/2017,Regular Air,Iowa,0.02,7,0.36,-47,45,5,6
Computer Peripherals,Holladay,Small Box,1989,David Weaver,Corporate,Technology,Belkin ErgoBoard™ Keyboard,11239,5/13/2017,90001,High,84117,West,20554,5/14/2017,Regular Air,Utah,0.01,11,0.64,46,363,7,31
Paper,Holladay,Small Box,1989,David Weaver,Corporate,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",10225,5/13/2017,90001,High,84117,West,20555,5/16/2017,Regular Air,Utah,0.01,11,0.36,178,481,20,41
Bookcases,Germantown,Jumbo Box,3225,Robyn Crawford,Small Business,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,11053,2/9/2020,86513,Medium,38138,South,20556,2/10/2020,Delivery Truck,Tennessee,0.08,11,0.61,4,627,37,58
Computer Peripherals,Germantown,Small Box,3225,Robyn Crawford,Small Business,Technology,PC Concepts 116 Key Quantum 3000 Keyboard,10801,2/9/2020,86513,Medium,38138,South,20557,2/10/2020,Regular Air,Tennessee,0.02,8,0.75,-213,281,6,33
Storage & Organization,Germantown,Large Box,3225,Robyn Crawford,Small Business,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,10652,2/9/2020,86513,Medium,38138,South,20558,2/11/2020,Regular Air,Tennessee,0.01,8,0.81,487,676,35,81
Office Machines,Covington,Jumbo Drum,2949,Joy Petty,Consumer,Technology,Panasonic KX-P1150 Dot Matrix Printer,10812,5/3/2019,87515,Not Specified,98042,West,20559,5/5/2019,Delivery Truck,Washington,0.03,18,0.56,1488,2597,18,145
Telephones and Communication,Covington,Small Box,2949,Joy Petty,Consumer,Technology,Item 10954,10954,5/3/2019,87515,Not Specified,98042,West,20560,5/5/2019,Regular Air,Washington,0.06,5,0.58,-24,357,3,86
Appliances,Youngstown,Small Box,1592,Melvin Hull,Corporate,Office Supplies,Staples Surge Protector 6 outlet,11043,4/28/2019,86673,Critical,44511,East,20561,4/29/2019,Regular Air,Ohio,0.07,9,0.58,-23,93,4,11
Paper,Youngstown,Small Box,1592,Melvin Hull,Corporate,Office Supplies,Xerox 196,10753,4/28/2019,86673,Critical,44511,East,20562,4/30/2019,Regular Air,Ohio,0.03,6,0.36,-96,37,8,6
Office Furnishings,Moreno Valley,Small Box,1410,Charles Ward,Corporate,Furniture,"Career Cubicle Clock, 8 1/4"", Black",11080,12/29/2018,87091,Not Specified,92553,West,20563,12/29/2018,Regular Air,California,0.02,1,0.47,19,28,14,20
Telephones and Communication,Oxford,Small Box,1411,Larry Neal,Corporate,Technology,i1000,10203,12/29/2018,87091,Not Specified,1540,East,20564,1/2/2019,Regular Air,Massachusetts,0,12,0.58,430,716,6,66
